acc_x,acc_y,acc_z,eda,bvp,hr,temp,pain_level
0.0372,0.0123,-0.0435,0.817,72.3,55.8,33.97,1
-0.8786,-0.6856,0.2888,1.336,70.6,89.6,34.05,6
-0.7644,-0.265,0.1433,1.435,75.0,80.2,33.18,5
0.1037,0.5354,-0.8521,1.818,76.8,85.6,33.55,6
0.0417,-0.0599,0.0086,1.132,65.6,50.4,33.19,1
-0.0579,0.0085,0.0819,0.57,65.2,64.6,34.0,1
-0.4147,0.1595,-0.1304,0.527,84.7,73.6,33.57,1
-0.5838,-0.0427,-0.35,1.78,84.2,93.7,34.26,7
0.0214,-0.2045,-0.0983,1.896,68.0,73.1,33.49,6
0.6829,1.1098,1.0578,3.016,80.9,122.9,34.01,8
0.6088,-0.2784,-0.2207,1.892,86.8,88.7,33.44,7
-0.059,0.059,-0.0491,1.006,59.5,45.5,34.47,1
0.0949,0.1891,0.3294,0.32,67.3,83.0,33.92,1
-0.0591,0.0314,-0.0109,0.259,67.9,53.6,34.12,1
0.0751,-0.0492,-0.0313,0.74,71.8,53.4,34.02,1
-0.0032,-0.0817,0.0434,1.717,67.4,56.3,34.3,4
-0.7641,-0.7991,0.3102,0.816,81.1,99.8,33.39,5
0.0829,-0.0861,0.0465,0.549,68.2,53.4,33.68,1
0.0041,-0.1556,-0.2947,1.028,73.8,76.6,34.31,4
0.0537,0.4394,-0.1041,1.089,77.4,76.3,33.81,4
0.2577,2.2935,0.3903,1.667,82.4,109.1,33.4,7
-0.0534,-0.0301,0.0332,0.471,76.8,56.5,33.94,1
0.162,-0.5605,-0.622,2.089,77.3,100.7,33.29,8
0.006,0.0723,0.0048,0.407,77.9,55.8,33.62,1
-0.5942,0.351,-0.4939,1.727,71.6,93.2,33.59,7
1.4336,-0.0791,0.2206,1.396,86.6,115.6,33.33,7
-0.1697,0.2445,0.1931,2.572,60.2,71.0,34.34,7
-0.6989,-0.2375,0.075,2.094,74.6,93.5,34.23,8
0.051,-0.0225,-0.0435,0.02,63.0,59.3,34.13,1
0.1356,-0.0111,-0.4959,0.724,75.2,70.4,33.94,2
-0.0044,0.028,0.0216,1.593,70.6,58.8,34.06,4
-0.1349,-0.3079,0.9202,3.119,76.8,121.4,33.66,8
-0.3595,0.0941,-0.2134,1.071,67.7,82.9,33.48,5
-0.0631,-0.0725,-0.0554,1.414,70.9,51.6,33.69,3
-0.0356,0.0106,-0.0238,0.877,70.6,58.7,34.05,2
0.0101,0.0053,0.0522,0.545,74.7,59.7,33.9,1
-0.347,-0.1004,-0.4149,0.973,69.7,78.2,33.1,4
0.0283,0.0429,-0.0595,0.011,64.6,56.2,34.69,1
-0.3231,-1.0093,0.2578,1.763,75.9,106.6,33.81,8
-0.1826,-0.4149,0.4788,2.631,80.9,78.1,33.63,7
-0.2368,-0.6048,-0.0058,0.977,76.2,73.6,33.96,3
-0.8303,0.5585,0.1081,2.312,80.2,92.4,33.35,7
-0.029,0.0409,0.067,0.904,65.9,53.6,33.66,1
-0.0328,-0.57,0.1787,0.734,71.8,69.8,33.66,2
-0.0075,0.0757,-0.0491,0.011,73.6,53.9,34.42,1
-0.0166,-0.641,-1.5835,0.531,75.2,93.6,33.59,3
0.1788,-0.5214,-0.2532,1.437,75.1,83.8,33.99,6
0.749,-0.2588,-0.0116,1.488,65.6,72.2,33.66,5
0.0261,-0.01,-0.0307,0.51,72.5,54.4,33.66,1
-0.022,0.0189,0.0184,0.539,73.9,50.7,33.63,1
-0.0442,0.0555,0.3066,2.021,70.1,68.8,33.93,6
0.0209,-0.3868,0.1245,1.446,76.0,73.2,33.75,5
0.4226,0.0447,-0.4705,2.253,77.7,71.0,33.84,6
0.0274,-0.0035,-0.0289,0.608,67.0,54.8,34.09,1
0.1694,-0.0072,0.0375,0.788,65.8,56.2,34.06,1
-0.024,0.0227,0.0204,0.805,66.3,53.6,34.4,1
-1.2098,2.9042,3.5609,2.036,79.4,109.7,34.02,7
-0.0448,0.0241,-0.0313,0.515,63.9,59.7,34.37,1
-0.2274,0.5245,-0.1726,1.256,68.0,102.7,33.13,7
0.6431,-1.7923,0.3045,2.056,76.0,95.1,33.16,7
0.0798,-0.2573,-0.3101,1.37,85.5,78.9,33.71,5
-0.4426,-3.1331,-3.7271,2.609,77.6,111.0,33.76,8
-0.0025,0.0064,0.0886,0.524,74.2,44.9,34.25,1
-0.0445,-0.0057,0.0041,1.393,76.0,58.1,33.44,4
0.1138,0.4427,0.0447,1.618,77.2,74.3,33.98,6
0.981,0.3182,-0.0492,2.528,83.2,105.4,33.02,8
-0.5637,-1.1876,1.9831,1.047,73.1,92.3,33.71,4
-0.4408,-0.231,0.082,0.357,83.5,74.4,34.31,2
0.5572,3.5205,-0.8648,1.571,83.1,114.0,33.71,7
-0.2056,-0.1573,0.1333,0.357,82.5,78.1,34.06,2
0.4075,0.3196,-0.3754,1.148,77.0,102.1,33.61,7
0.3509,0.6735,-0.4161,2.194,78.2,100.3,33.78,8
-0.0647,0.0458,0.036,0.458,68.0,53.7,34.25,1
0.0443,-0.0266,-0.0465,0.016,63.2,52.7,34.16,1
-0.0568,0.3966,-0.1109,0.423,78.0,71.8,34.17,2
0.0119,0.066,0.0166,0.603,78.3,62.2,33.29,1
0.2105,-0.3585,0.0394,1.156,70.5,71.0,34.13,4
-0.0399,-0.0711,-0.0017,0.773,69.2,62.6,34.07,2
0.0763,0.0166,-0.0961,1.447,73.7,61.1,34.12,4
-0.0558,-0.0167,0.0382,1.804,70.3,58.4,34.29,5
-0.0844,0.0332,0.0402,0.626,79.4,51.8,34.69,1
-0.318,0.0302,0.1702,0.036,72.8,81.8,34.51,1
-0.0995,-0.2158,0.3932,0.309,74.6,80.7,33.73,2
-0.2905,-0.2193,0.5338,0.803,69.4,76.8,33.25,3
0.0171,0.0107,0.0076,1.07,66.8,45.3,33.59,1
0.0087,0.0316,-0.0155,0.638,71.3,53.1,34.38,1
-0.0255,-0.0346,-0.0806,0.176,67.8,60.6,34.1,1
-1.0785,0.6296,-0.0459,1.037,69.5,91.0,33.86,6
-1.4274,-1.4934,0.8632,2.275,73.3,93.8,33.96,7
-0.6196,0.8359,0.6139,2.762,82.6,111.7,33.22,8
0.0222,-0.055,0.0518,0.651,74.6,47.7,33.7,1
-0.1558,0.4538,-0.304,0.481,67.9,80.5,34.06,3
-0.0583,0.2706,-0.3395,0.937,64.5,80.4,33.98,4
-0.142,-0.5021,0.4363,1.443,65.7,78.2,33.73,5
-0.0382,-0.0308,-0.0547,1.218,68.7,49.6,33.79,2
-0.0532,-0.1172,0.3083,0.984,76.7,69.8,33.71,3
0.0793,-2.3877,0.2331,1.664,89.2,112.6,33.5,7
-0.1196,-0.6272,-0.9141,1.015,72.2,100.4,33.62,6
-0.0709,0.0392,-0.059,1.035,67.3,48.8,33.51,1
-0.1571,-0.1334,-0.0363,1.04,75.2,72.5,33.85,4
-0.3416,0.301,0.0628,1.524,75.6,72.6,33.82,5
-0.0503,-0.1728,0.0288,0.78,75.7,80.3,33.83,3
-0.229,-0.0548,0.2352,0.425,63.2,72.0,33.83,1
0.3914,0.1016,-0.0733,0.928,66.5,73.6,33.63,4
0.014,0.1652,0.2081,0.854,74.3,74.8,34.02,3
0.4835,-0.5624,-0.3204,1.368,78.8,97.2,33.83,7
0.0115,-0.0066,-0.0146,1.063,70.6,49.6,34.03,1
0.0139,0.0105,0.0384,0.647,61.7,57.5,33.74,1
0.3263,0.4279,-0.0305,1.444,78.2,72.3,33.98,5
1.8589,2.9449,-3.0858,2.622,80.5,111.1,33.8,8
-0.1289,-0.4538,0.0825,1.733,80.8,99.6,33.44,7
-0.0703,0.0347,-0.0469,0.198,74.9,47.8,34.12,1
-0.0025,-0.003,-0.0119,1.766,76.0,49.4,34.0,3
0.1272,-0.2104,0.3601,0.149,70.9,79.8,34.08,2
0.6455,-0.541,0.5171,0.921,82.8,101.5,33.67,6
-0.0747,0.0171,0.0629,0.786,58.9,45.1,33.91,1
-0.0054,0.0036,0.0124,0.418,64.3,60.7,33.86,1
-0.4601,-0.3343,0.2881,1.093,69.8,78.4,34.29,4
0.4946,-0.3701,-0.2643,2.068,77.0,76.5,33.56,6
0.0529,0.1451,-0.1478,0.75,75.5,73.0,33.67,2
-0.0445,0.0085,0.0208,1.302,70.0,54.8,34.31,3
0.0466,-0.0488,-0.0394,0.049,72.0,56.3,34.93,1
0.035,-0.0062,0.0556,0.983,73.1,60.8,34.28,2
-0.5614,-0.6748,-0.9212,3.42,78.4,121.7,33.56,8
1.5476,-0.1356,0.6303,2.48,83.8,119.9,33.39,8
-0.0126,0.0187,-0.012,1.132,72.4,55.8,34.13,2
0.0104,-0.0971,0.0838,0.429,70.2,70.2,33.68,1
0.0027,-0.0368,0.0644,0.644,66.0,57.7,33.84,1
1.2055,-1.6897,-0.6794,1.531,75.5,91.7,33.69,6
-0.0489,0.003,-1.1363,1.156,77.1,99.4,33.65,6
0.267,0.1148,-0.0543,0.782,71.5,73.2,33.87,3
0.0361,0.0651,-0.068,0.93,72.7,57.9,34.06,1
-1.113,-1.9398,-0.4115,1.401,80.1,103.4,33.42,6
-0.0292,0.0403,-0.0566,0.901,73.1,54.2,34.22,1
0.4597,0.1943,0.5612,0.883,66.5,69.5,33.27,3
-1.1028,1.7351,0.3212,2.03,80.8,117.0,33.84,8
0.122,-0.7477,0.1152,0.484,79.3,76.1,33.19,1
-0.3877,0.4467,2.2861,3.346,80.1,108.9,33.57,8
-0.0796,-0.0554,0.0224,1.225,74.7,49.9,33.86,1
0.2657,0.067,0.1477,1.389,72.4,71.2,33.73,5
-0.6016,0.3058,-0.1284,1.658,76.1,95.2,33.41,7
-0.6098,0.0929,-0.5808,0.721,72.2,99.5,34.04,5
0.0215,-0.1194,-0.0693,0.801,76.2,56.2,33.74,1
0.4097,-0.0251,-0.245,0.573,77.9,77.6,33.78,2
0.4823,-0.1399,0.1895,1.308,72.8,69.0,33.81,4
0.211,0.3783,-0.192,2.033,77.4,75.6,33.64,6
0.2196,-0.3609,0.5934,2.15,85.2,119.2,33.95,8
1.6849,-0.7388,-0.0367,1.324,84.6,97.6,33.94,6
-0.0196,0.039,-0.0948,0.224,72.1,57.9,33.52,1
-0.1266,0.3057,-0.5265,2.505,73.4,79.3,33.67,7
-0.6971,0.8657,-1.1254,0.67,83.5,90.3,33.95,4
0.0504,0.1535,0.0387,0.238,81.3,51.8,33.64,1
-0.1061,-1.5734,-0.3999,1.372,77.7,84.9,33.64,5
0.0203,-0.0187,-0.045,1.624,71.2,61.4,34.07,4
0.0341,-0.0373,-0.0112,0.098,73.2,54.9,34.03,1
0.0536,0.012,-0.1051,0.503,65.8,42.5,33.22,1
-0.053,-0.1053,0.0902,1.188,69.7,48.6,33.37,1
0.438,0.2534,-0.0348,1.015,68.1,72.2,33.62,3
-0.1381,3.2136,-0.0971,2.07,85.4,113.9,33.58,8
0.6909,0.6705,1.334,1.543,75.3,91.6,34.46,6
-0.2537,0.9158,0.8506,0.1,71.3,94.3,34.01,3
0.6974,-0.0154,0.4091,2.664,83.4,104.7,33.24,8
0.0212,0.0275,0.0087,1.123,69.0,59.9,33.73,2
-0.7222,-1.0154,1.1051,2.518,77.3,96.1,34.04,8
-0.0127,0.0306,-0.037,0.573,71.6,56.5,33.85,1
0.0058,-0.0342,0.0199,0.872,87.6,56.7,33.69,1
-0.3428,-0.03,-0.3274,1.578,71.2,76.8,33.36,5
0.3665,-0.0525,-0.1506,0.755,68.2,80.3,34.4,4
-0.8281,0.1891,0.7968,1.941,84.8,118.1,33.8,8
-0.0534,-0.0285,-0.2135,0.993,72.1,73.2,33.89,4
0.7145,-1.0234,0.9588,1.952,74.1,96.8,33.91,7
0.0427,-0.0105,0.0479,0.573,77.3,54.4,34.44,1
-0.0212,-0.6474,0.8111,1.233,77.3,90.8,33.73,6
0.0126,-0.0302,-0.048,0.027,73.4,53.2,33.9,1
0.1482,-0.5394,-0.3261,0.444,73.3,71.4,33.48,1
-0.0347,0.6745,0.2603,0.306,73.4,75.0,33.74,1
0.0515,0.0453,-0.0772,1.459,68.5,47.8,33.96,2
-0.4747,-0.9604,2.3288,2.975,80.0,114.4,34.2,8
-0.0395,0.0511,0.0166,0.257,73.8,58.7,34.24,1
0.0082,-0.0279,-0.0333,0.988,69.0,55.2,34.1,1
-0.0317,-0.0218,0.0016,0.569,57.9,56.5,34.29,1
-0.2816,0.0208,0.2606,1.962,83.2,74.9,33.45,6
0.0089,-0.0156,0.126,1.072,79.5,58.0,34.15,2
0.0422,0.0912,0.3117,1.578,84.6,69.6,34.15,5
-0.0301,0.0378,0.0757,0.794,73.3,60.2,33.77,1
0.3391,-2.8178,-0.0337,2.088,88.3,109.2,33.63,8
-3.2853,-0.4161,0.403,1.432,81.9,115.1,33.53,7
0.4854,-0.0263,0.097,1.487,74.4,78.2,33.94,5
0.3247,0.2683,0.0946,1.157,74.4,74.4,33.6,4
-0.8712,-0.3588,0.0847,2.39,78.7,92.9,33.88,8
0.1526,-0.2307,0.2666,1.012,68.1,75.7,33.09,3
-0.0558,-0.0261,0.0324,1.812,75.9,61.7,33.7,5
-2.1596,-0.3326,0.9157,3.241,79.4,114.2,33.9,8
-0.7801,0.2066,0.6322,1.166,65.1,97.2,34.06,6
-0.0249,-0.0669,-0.0601,0.14,77.1,68.7,33.08,1
0.0056,-0.0176,0.0245,1.146,66.1,56.1,34.26,2
0.1153,0.0389,-0.0089,0.126,72.4,60.0,34.13,1
0.2178,0.0023,-0.0493,0.096,73.5,76.0,33.07,1
0.0917,0.0429,0.0105,0.619,68.1,43.6,33.9,1
0.0163,-0.0159,-0.0752,0.505,78.4,58.9,34.05,1
0.0043,0.01,-0.0428,1.642,73.9,51.4,34.55,4
0.0549,-0.0127,0.0196,0.367,63.5,57.7,34.29,1
0.0839,-0.8682,1.143,1.521,85.9,115.1,34.12,8
0.0413,-0.0844,0.0165,1.783,82.6,49.2,33.92,3
0.0725,-0.2829,-0.4105,1.654,75.8,77.6,33.23,6
0.2882,-0.0089,0.5399,1.715,74.4,71.3,32.97,5
0.0646,0.062,0.0326,0.771,69.1,50.6,33.61,1
-2.161,-2.183,1.4002,2.336,79.6,118.8,33.72,8
-0.7318,-0.0005,3.1217,1.408,73.4,112.0,34.1,7
0.0012,-0.0781,0.0211,1.455,63.3,55.7,33.6,3
0.166,0.101,0.0461,1.665,66.8,72.5,33.38,5
-0.0364,-0.0344,0.0878,1.203,61.2,50.7,34.14,2
-0.025,-0.0769,-0.1619,1.476,73.3,85.5,33.63,6
0.4447,0.1883,-0.0221,0.957,73.9,81.8,33.5,5
-0.8975,-0.111,-0.2199,3.131,83.9,117.3,33.72,8
0.3406,-0.0619,-0.1755,0.926,67.2,73.5,33.77,3
-0.0529,0.0071,0.0155,0.979,66.0,50.2,34.69,1
0.01,-0.1897,-0.6369,1.965,76.8,77.5,33.27,6
-1.0136,1.0844,-0.2843,2.047,82.8,96.6,33.46,7
0.3681,-0.0579,-0.0661,1.007,80.6,71.0,33.47,3
-0.0664,-0.0252,0.0337,1.32,70.4,46.5,33.85,1
-0.1163,-0.1257,1.3718,1.558,74.4,88.4,33.33,6
0.0182,-0.0749,-0.0169,0.086,66.8,60.3,34.03,1
0.0017,-0.0099,-0.0229,0.774,74.2,51.5,34.27,1
0.4168,0.0388,-0.076,1.961,70.4,71.3,33.3,6
-0.1713,-0.365,0.3111,1.603,82.9,83.0,33.33,6
0.799,0.26,-0.3436,2.783,87.5,115.4,33.04,8
0.0804,0.1024,-0.092,1.261,75.4,81.9,33.33,5
0.0039,-0.0064,-0.0328,0.18,65.4,60.0,33.91,1
0.006,0.3428,0.2285,0.036,82.3,68.3,33.42,1
-0.0322,0.0461,-0.0039,0.789,67.1,50.7,33.98,1
0.2513,-0.1069,-0.4093,0.88,72.7,81.1,33.87,4
0.6643,0.42,-0.1462,1.769,72.4,73.8,33.83,6
-0.0517,0.0164,-0.0358,1.659,65.5,55.5,33.47,3
1.241,-0.6969,-0.2635,1.836,79.2,97.7,33.86,7
0.0302,-0.0424,0.0642,1.081,68.8,51.0,34.2,1
0.0323,-0.0283,0.0318,0.793,68.2,51.1,33.51,1
0.3235,0.2229,0.0471,2.285,70.8,75.1,34.16,7
-0.1609,-0.529,0.2778,0.879,70.9,80.4,33.85,4
0.1515,0.2104,-0.7938,1.064,70.9,76.7,33.52,3
0.0258,-0.0124,-0.0283,0.156,75.9,59.8,33.89,1
-0.1174,0.0968,0.0412,2.619,68.5,77.6,33.5,8
-0.0019,0.003,-0.0107,1.107,63.3,52.2,34.44,1
-0.0276,-0.0975,-0.0071,0.87,69.8,62.2,34.23,2
-0.9679,-0.9055,1.3097,1.37,85.8,98.6,33.77,6
0.0065,-0.0178,-0.0054,0.773,70.7,62.8,34.24,2
0.0671,0.0524,0.0279,0.996,74.8,59.1,34.24,2
0.2237,-0.0005,0.276,0.072,67.3,85.5,34.41,3
-0.0157,-0.047,0.0315,0.269,74.1,57.0,34.26,1
-0.0233,-0.0076,-0.034,0.393,71.0,59.8,34.14,1
-0.0064,0.0077,0.0162,0.413,74.7,56.4,33.7,1
0.0449,0.4622,0.027,0.88,74.9,71.6,33.46,3
-0.0061,-0.0509,-0.0121,0.004,71.1,49.0,33.75,1
-0.0192,0.0242,0.0414,0.298,62.3,58.4,34.1,1
-0.5316,0.0035,0.6238,1.497,78.7,89.1,33.96,6
0.0296,0.0311,-0.0215,0.262,77.3,51.8,34.84,1
0.0416,-0.0813,-0.1005,0.255,75.2,55.8,33.2,1
-0.4462,0.381,0.9398,1.602,78.6,98.0,33.46,7
0.1385,-0.2253,0.0973,2.34,74.5,91.6,33.59,8
-0.6251,0.4628,-0.0568,1.748,70.0,94.5,33.88,7
0.0125,0.2061,0.4368,0.209,70.2,71.8,33.44,1
0.0871,0.052,-0.0298,0.842,77.9,60.5,33.73,2
0.0892,-0.1557,0.0791,0.056,71.2,78.7,33.59,1
0.0501,-0.0421,0.0258,1.983,75.5,62.6,34.25,6
-0.4304,0.6163,0.574,1.027,69.0,77.2,33.75,4
-0.0082,-0.0239,0.0254,0.208,69.5,48.3,33.64,1
0.0305,0.0375,-0.0785,1.014,68.5,55.3,34.09,2
-0.1048,0.0473,0.0414,0.274,75.2,55.8,33.77,1
-0.122,0.0518,-0.071,0.197,68.9,53.1,33.98,1
-2.9596,0.8334,1.5141,2.157,84.4,120.9,33.73,8
0.4077,0.9008,-2.3458,3.332,83.1,119.0,33.93,8
-0.8033,-0.7299,1.0216,1.056,73.9,98.3,33.3,6
-0.473,0.3783,0.1823,1.002,80.6,69.8,33.28,2
-0.7396,-2.9066,0.5694,2.501,88.7,115.3,33.51,8
0.1668,-0.2854,0.3182,1.787,80.7,73.1,33.84,6
-0.0055,0.0138,0.0883,1.375,67.6,53.1,33.47,2
0.2284,-0.2537,0.1747,0.892,75.3,76.2,33.55,3
0.1145,0.0999,-0.1046,1.014,83.8,73.6,34.18,5
1.4604,1.2601,1.1861,2.671,77.9,115.2,33.63,8
0.7,0.3023,0.5126,3.176,74.3,84.8,33.63,8
0.8446,-0.8055,0.0606,1.906,83.9,111.7,33.72,8
0.0332,-0.0407,-0.04,1.282,70.6,69.6,34.28,5
-0.221,-0.031,0.0802,1.311,70.1,79.3,33.17,5
1.1681,-1.4886,0.4742,2.382,75.6,112.9,33.29,8
-0.2631,0.1968,0.2584,0.718,61.3,82.2,33.44,3
0.008,0.0834,0.0499,1.493,70.1,49.4,34.15,2
-0.2674,-0.1786,-0.2466,1.478,76.9,95.5,34.1,7
0.1829,0.4032,0.5022,0.47,79.0,69.6,33.03,1
-0.0103,-0.0263,0.082,0.006,72.4,60.1,33.76,1
2.6238,0.6036,2.4721,2.369,73.6,115.3,33.57,8
-0.4546,0.2765,0.3303,1.271,75.2,71.6,33.93,4
1.6414,-2.2365,-0.7482,1.464,77.7,119.7,33.22,7
-0.205,0.1064,0.4752,1.218,70.1,74.2,33.99,4
-0.0405,-0.0083,0.0252,0.376,79.1,54.6,34.56,1
0.0265,0.0289,0.0401,0.939,69.5,55.9,34.09,2
-0.9244,0.2656,1.8907,3.544,76.4,115.8,33.17,8
-0.0054,0.0023,-0.0017,0.655,77.1,51.8,33.46,1
-0.3243,-0.2029,-0.0773,0.827,64.9,62.8,34.3,3
-0.3437,-1.5861,0.893,1.547,79.5,107.7,33.98,7
-1.9648,0.6196,1.0554,2.004,88.2,113.9,33.5,8
0.0367,-0.0227,-0.0789,1.24,76.4,65.7,34.15,4
0.4433,-0.2195,0.1951,2.377,79.3,101.3,33.68,8
-0.015,0.049,-0.0325,1.712,62.9,61.9,34.26,5
0.2377,0.0428,-0.2057,0.929,65.9,74.1,32.86,2
-0.0508,-0.2144,-0.2939,1.232,77.5,72.0,34.02,5
0.0367,0.3429,0.0377,0.78,83.0,72.9,33.88,3
-0.0027,-0.0892,0.0281,0.701,70.3,55.0,34.35,1
0.1501,0.4174,0.1527,0.921,71.5,83.0,33.76,4
-0.0086,0.0117,-0.1094,0.605,68.8,61.3,34.17,1
-0.1209,-0.0111,-0.0148,1.427,75.4,59.4,34.05,3
1.483,-0.292,-0.0923,1.909,76.2,96.0,33.97,7
-1.6097,-0.34,0.8958,2.743,87.1,114.9,33.55,8
0.0053,-0.0932,-0.0247,1.386,75.6,49.6,33.62,2
0.1838,0.1968,0.3332,0.576,77.3,84.4,33.37,3
0.1512,0.0794,0.1442,0.239,75.8,68.5,33.96,1
-0.0955,0.2566,0.0779,0.462,73.4,81.2,33.78,3
-0.0557,-0.0263,-0.0084,0.628,64.9,56.2,33.55,1
0.4975,0.5656,1.152,2.252,77.7,126.6,33.12,8
-0.7771,1.7651,-0.592,3.045,77.6,112.5,33.71,8
-0.0215,-0.0504,-0.0715,2.044,77.8,53.8,34.0,4
0.0301,0.0056,-0.0125,0.285,59.1,59.6,34.03,1
0.118,0.5187,-0.223,0.458,72.8,75.4,33.2,2
-0.01,0.106,-0.0541,0.319,73.9,79.2,33.58,1
-1.4065,0.2387,-0.3864,2.145,89.1,93.0,33.51,7
0.1561,0.8158,-0.0336,2.061,77.6,92.4,33.11,7
-0.2341,0.1682,-0.0106,0.854,79.2,76.7,34.4,4
0.0595,0.071,-0.0403,1.828,55.9,51.1,33.81,3
0.3671,0.0662,0.8348,2.042,75.0,96.9,33.8,8
-0.0468,-0.0031,-0.0382,2.021,79.8,56.7,33.82,5
-0.1723,-1.2585,0.9195,1.808,64.9,91.5,33.45,7
0.0155,0.0716,0.0311,1.005,73.6,55.3,34.02,2
-0.0521,-0.0781,0.0933,0.503,63.3,45.3,33.98,1
0.0304,0.0751,-0.0111,0.68,69.7,56.4,34.46,1
0.0841,-0.2109,0.1913,2.645,66.7,68.0,33.42,7
0.3538,0.1179,0.0288,0.999,75.5,70.2,33.72,3
-0.08,-0.0216,-0.0157,1.162,73.3,57.2,34.16,3
-0.2484,0.5178,0.1559,0.7,71.0,70.3,33.54,2
-0.068,0.0409,-0.0018,0.609,71.2,65.2,34.13,2
0.0789,0.09,0.0299,0.858,67.8,79.1,33.05,3
-0.014,0.084,-0.0484,0.706,75.2,51.1,33.89,1
-0.1493,0.3327,0.2764,0.737,67.2,76.8,33.61,2
-1.3728,-2.3115,0.0067,2.524,82.2,124.6,33.85,8
0.5421,0.0363,-0.8056,0.743,76.2,90.7,34.04,5
-0.0482,-0.031,0.0177,1.752,78.5,60.5,34.35,5
-0.0082,0.0847,-0.0357,1.606,68.4,50.2,33.99,3
-0.0064,-0.0409,0.0196,1.216,75.3,50.7,33.99,1
-0.1334,-0.0111,-0.0318,2.208,81.2,53.0,33.8,5
-0.016,-0.1001,-0.0099,0.772,70.7,53.7,34.54,1
0.0357,0.03,0.0403,0.743,68.4,46.4,34.17,1
-0.0176,-0.0278,0.1068,0.373,72.1,57.1,34.63,1
0.8112,0.4846,1.7553,0.974,73.8,91.4,34.17,5
-0.0067,0.0048,-0.0148,0.932,64.2,57.5,33.62,2
0.0733,-0.0142,-0.0395,1.04,67.0,52.6,33.65,1
-0.5726,-0.3842,0.1027,1.817,75.6,98.4,33.27,7
0.1515,-0.6597,0.0815,0.23,78.8,78.5,33.34,1
-0.0477,-0.0945,0.0533,0.377,82.7,54.3,33.67,1
0.0061,-0.0336,0.1172,2.269,66.1,45.2,34.32,5
0.005,0.0219,0.0624,1.427,74.2,62.9,34.09,3
-0.0714,0.0036,-0.1255,0.127,72.8,56.9,33.4,1
-0.1621,-0.7392,0.3186,1.644,68.9,68.3,33.7,5
-0.0211,-0.032,1.1086,2.973,74.1,97.8,33.58,8
-0.3498,1.0881,0.1392,1.246,85.8,101.8,32.87,6
0.1997,1.6246,-0.8123,1.26,79.2,87.8,33.71,5
-0.2684,-0.3165,0.6036,1.221,85.2,74.3,33.8,4
-0.1392,-0.3279,-0.1347,1.576,70.6,75.4,33.56,5
0.5545,1.0604,0.7764,1.82,93.3,114.4,33.8,8
-2.9565,0.9235,-0.8411,2.954,82.0,108.8,33.29,8
-0.5927,-0.6643,-0.7548,2.064,72.1,94.3,33.24,7
-0.3073,-0.1397,0.348,1.229,71.8,82.1,33.83,5
-0.1625,-0.0496,0.227,2.006,60.6,84.6,33.66,7
0.0221,0.0491,0.0115,0.146,59.8,56.8,34.26,1
-0.0298,-0.032,0.0303,0.596,60.5,43.2,33.82,1
-0.0746,0.0586,0.0352,1.81,73.6,47.3,33.74,3
0.0233,-0.0001,0.0599,0.92,73.1,51.8,33.36,1
0.1901,0.2622,-0.1694,0.154,72.9,80.3,33.79,1
-0.1245,0.0379,-0.6097,1.593,69.8,70.2,33.82,5
-0.8569,2.3731,-0.2888,2.411,71.5,88.1,33.24,7
-3.1833,1.7393,1.5414,1.852,72.1,112.4,33.58,7
0.0023,-0.0507,0.0238,0.826,77.4,49.8,33.71,1
0.3453,-0.5246,1.0743,1.971,81.7,114.8,34.3,8
-0.002,-0.0162,-0.0134,0.253,61.2,56.7,33.94,1
0.3327,0.5183,0.4371,2.016,80.6,92.3,33.05,7
-2.1017,0.73,0.7914,1.332,91.4,118.9,33.89,7
0.3453,0.1367,0.1675,1.606,71.0,79.8,33.68,6
0.0688,0.2657,0.3192,1.982,79.4,80.1,33.51,6
0.1958,0.4518,-1.7831,1.847,70.4,95.3,33.61,7
0.0272,-0.1947,-0.1017,0.808,70.7,78.4,33.59,4
0.0025,-0.0351,0.1184,0.499,72.8,66.0,33.87,1
0.0831,-0.8478,0.6875,2.359,71.4,89.6,33.86,8
-0.0196,-0.0469,0.0004,0.857,70.5,64.2,33.9,2
0.3315,-1.3516,-0.421,1.722,73.2,87.5,33.9,6
-0.1758,0.2871,-0.2521,1.533,59.5,80.2,33.59,6
0.0944,-0.0244,-0.0147,1.324,67.9,54.9,33.88,1
-0.0592,0.0187,-0.0105,1.163,74.7,51.6,34.36,1
0.2212,-0.303,0.083,1.318,72.8,77.6,33.95,5
-0.1,0.014,-0.0342,0.799,66.6,51.2,34.8,1
-0.0146,-0.3891,0.3482,1.087,78.8,74.1,33.85,3
-0.5048,0.4303,-1.0041,2.667,81.4,96.0,34.15,8
-0.2535,0.101,0.158,1.515,76.6,73.0,33.48,5
-0.3993,-0.2903,-0.147,0.744,68.7,77.0,33.74,3
0.2383,0.1913,-0.0928,0.885,74.4,79.7,33.91,4
0.0723,-0.7286,2.3403,2.186,83.4,115.9,33.46,8
-0.3694,0.2455,-0.2163,0.756,71.4,71.6,34.13,3
-0.0243,0.0537,0.068,1.673,68.0,52.5,34.36,4
-0.2049,0.293,-0.0264,0.004,69.8,74.0,33.78,1
0.2019,-0.0535,0.2433,1.395,71.1,74.9,33.57,5
0.0855,0.0611,-0.0335,1.016,63.9,59.0,34.5,3
-1.1166,-0.1937,-0.0759,0.824,83.2,98.6,34.33,6
